,id|title|starring|writer|editor|
1220,1304||James Harrison Coburn Jr. Jennifer O'Neill|Harriet Frank Jr. Michael Crichton||
1221,1305||Joan Geraldine Bennett Myrna Adele Williams Owen Moore Hardie Hunter Albright George Ranft|Philip Klein||
1222,1306||Devon Edwenna Aoki Charles Quinton Murphy Kevin Hart|Adam Moreno||
1223,1308|The Unforgiven|Audrey Kathleen Ruston Burton Stephen Lancaster|Ben Maddow Alan Le May||
1224,1309|Sword of the Valiant: The Legend of Sir Gawain and the Green Knight|Thomas Sean Connery Cyrielle Claire Trevor Howard Miles O'Keeffe|Howard C. Pen Philip M. Breen||
1225,1310|C?sar Award for Best Film The Dreamlife of Angels|?lodie Bouchez Natacha R?gnier|Erick Zonca||
1226,1311|Homerun|Xiang Yun Shawn Lee Huang Wenyong Megan Zheng|Jack Neo||
1227,1312|Wedding Crashers|Rachel McAdams Joyce Penelope Wilhelmina Frankenberg Isla Lang Fisher Bradley Cooper Owen Cunningham Wilson Keir O'Donnell Ronald Walken Vincent Anthony Vaughn|Bob Fisher||
1228,1313|The Life and Death of Colonel Blimp|Adolf Anton Wilhelm Wohlbru00FCck Roger Livesey Deborah Jane Kerr-Trimmer|Michael Powell Emeric Pressburger||
1229,1314|The Admirable Crichton|Martita Hunt Cecil Parker Diane Cilento Kenneth More Sally Ann Howes|Lewis Gilbert Vernon Harris J.M. Barrie||
1230,1315||Wallace Fitzgerald Beery Maureen Paula O'Sullivan Francis Phillip Wuppermann|Marcel Pagnol Preston Sturges||
1231,1316|La Boum|Claude Brasseur Brigitte Fossey Sophie Daniu00E8le Sylvie Maupu|Claude Pinoteau Dani?le Thompson||
1232,1317|Serial (film) Republic Pictures The James Brothers of Missouri|Howard Harold Ravenscroft Noel Neill Robert Bice Lane Bradford Patricia Knox Keith Richards|Sol Shor Royal Cole William Lively||
1233,1318|I Love to Singa||||
1234,1319||Daryl Christine Hannah Val Edward Kilmer Christian Michael Leonard Hawkins|Willie Dreyfus||
1235,1320||Rhona Mitra James Patrick Caviezel|Craig Mitchell Hans Bauer||
1236,1321|Flesh Gordon|John Hoysradt Craig Richard Nelson Candy Samples William Dennis Hunt|Michael Benveniste||
1237,1322|The Hard Way|James Howard Woods Michael Andrew Fox|||
1238,1323|The Violent Years|Jean Moorhead|Edward Davis Wood||
1239,1325|Academy Award for Documentary Feature|Henry Jaynes Fonda Patti Woodard|James Kevin McGuinness Dudley Nichols||
1240,1326|Jatt Jeona Morh|Gurkirtan Gugu Gill|||
1241,1327|Hearts of the World|Robert Harron Dorothy Gish Mary Harron (actress) Sir Edward Grey Erich Oswald Stroheim Nicholas Benton Alexander Lillian Diana Gish|||
1242,1328|The Saxon Charm|Edythe Marrenner Henry Montgomery Jr.|Claude Binyon Frederic Wakeman||
1243,1329|Kotch|Walter John Matthow Charles Aidman Ellen Geer Deborah Winters Felicia Farr|John Paxton Katherine Topkins||
1244,1330|Glas||||
1245,1331||Shammi Kapoor Asha Parekh|||
1246,1332||Andrew Lauer Claudia Christian Peter Berg|Adam Rifkin||
1247,1333||Costas Mandylor Tobin Bell Scott Gordon Patterson|Patrick Melton Marcus Dunstan||
1248,1334||Trond Peter Stams? Munch Louisa Millwood-Haigh Stian Smestad Gabriel James Byrne|||
1249,1335||Shahrukh Khan Juhi Chawla Satish Beri Shah Ashutosh Gowariker Naseeruddin Shah Anjan Srivastava Tiku Talsania Deepak Tijori Rita Bhaduri Suchitra Krishnamoorthi Goga Kapoor Ravi Baswani|Pankaj Advani||
1250,1336||Joe Egender Samuel Child Ari Zaragis Buffy Charlet|Mitchell Altieri||
1251,1337|The Ninth Day|Bibiana Beglau Ulrich Matthes August Diehl|Andreas Pfl?ger Eberhard G?rner||
1252,1338|Metropolis|Tar? Ishida Yuka Imoto Kei Kobayashi (male actor) Ku014Dhei Takiguchi K?ki Okada|Katsuhiro Otomo||
1253,1339|City Slickers II: The Legend of Curly's Gold|Patricia Wettig Daniel Jacob Stern William Jacob Crystal Jonathan Lovitz Volodymyr Palahnyuk|Lowell Ganz Babaloo Mandel William Jacob Crystal||
1254,1340|Freak|John Leguizamo|David Bar Katz John Leguizamo||
1255,1341|The Forgotten|Alfre Ette Woodard Gary Alan Sinise Linus Roache Anthony Charles Planck Edwards Lee Tergesen Julie Anne Smith Dominic West|Gerald Di Pego||
1256,1342||Jennifer Aniston Frances Louise McDormand Joan Mary Cusack Catherine Ann Keener|Nicole Holofcener||
1257,1343|Mindhunters|Will Kemp (actor) Val Edward Kilmer Patricia Carola Velu00E1squez Sempru00FAn Eion Bailey Clifton Collins Jr. Jonathan Lee Miller LL Cool J Kathryn Morris Trevor White Christian Michael Leonard Hawkins|Ehren Kruger Kevin Brodbin Wayne Kramer||
1258,1344|Serial (film) Republic Pictures Canadian Mounties vs Atomic Invaders|Dale Van Sickel Arthur Space Pierre Watkin William Henry Susan Morrow|Ronald Davidson||
1259,1345|The Star|Ruth Elizabeth Davis Natalia Nikolaevna Zakharenko Sterling Relyea Walter|Katherine Albert Dale Eunson||
1260,1346|No Exit|Sven-Ole Thorsen Jeff Wincott|Damian Lee||
1261,1347||Lloyd Nolan Joan Geraldine Bennett George Ranft|Myles Connolly Kathryn Scola||
1262,1348|Kicking and Screaming|Catherine Kellner Josh Hamilton (actor) Samuel Gould Jonathan Baumbach|Oliver Berkman Noah Baumbach||
1263,1349||Savannah Smith Boucher Camille Cooper Susan Antonia Williams Stockard William Glenn Shadix Ed Begley Jr. Adam Biesk Roger Aaron Brown Robert Jayne Lee Garlington Dabney Coleman Susan Barnes (actress)|Redbeard Simmons Michael Lehmann||
1264,1350|Pretty in Pink|Andrew McCarthy Jonathan Niven Cryer Molly Kathleen Ringwald Annie Potts Harry Dean Stanton James Todd Spader|John Hughes (film director)||
1265,1351||Elena Maureen Bertolini Niall MacGinnis Francis Timothy McCown Durgin|Hugo Butler Jean Rouverol||
1266,1352|Bridesmaids|Shelley Hack Sela Ann Ward|||
1267,1353|Columbia Pictures Serial (film)||||
1268,1354|The Boy Who Turned Yellow|Mark Dightam Helen Weir Brian Worth Robert Eddison|Imre Ju00F3zsef Emmerich Pressburger||
1269,1355||Hirotaka Suzuoki Hiromi Tsuru Banj? Ginga Tessh? Genda Mami Koyama Eiko Yamada Seiko Nakano Toru Furuya Shigeru Shiba Mayumi Abe Chikao ?tsuka Hiroko Emori Kenji Utsumi Kohei Myauchi Toshio Furukawa Shin Aomori Joji Yanami Ichir? Nagai Yoshio Nagahori Naoki Tatsuta Mitsuko Horie Naoko Watanabe Masako Nozawa|Akira Toriyama Yoshifumi Yuki||
1270,1356|Aaja Nachle|Madhuri Shankar Dixit Kunal Kapoor Ranvir Shorey Divya Dutta Konkona Sen Sharma Akshaye Khanna|||
1271,1357||Pedro L?pez Lagar|H?ctor Canziani Arturo Cerretani||
1272,1358|The Chance of a Lifetime|Jeanne Bates Erik Rolf Chester Morris|Jack Boyle Paul Yawitz||
1273,1359||Alfredo Allende<BR>Carlos u00C1lvarez-Novoa|Ricardo Wullicher Jos? Mar?a Paolantonio||
1274,1361||Chris Solari Caitlin Martin Mark McLachlan (actor) Summer Knight (actress)|||
1275,1362||Kemal Sunal|Yavuz Turgul||
1276,1364|She Loves Me Not|Harold Lloyd|||
1277,1365||Peter Tiefenbach Bruce Vilanch Colton Ford Pepper Mashay Chi Chi La Rue|||
1278,1366||Rajnikant Sridevi|||
1279,1367|Fast Getaway II|Cynthia Rothrock Corey Ian Haim Leo Rossi|Mark Sevi||
1280,1368||Tara Cressida Frances Williams Jonathan Phillips Robert Powell|Charles Dickens||
1281,1369|The Long Goodbye|Elliott Goldstein Nina Van Pallandt|Leigh Brackett Raymond Chandler||
1282,1370|XX/XY|Maya Stange Mark Alan Ruffalo Kathleen Robertson|Austin Chick||
1283,1371||Alex Kendrick Jason McLeod Erin Bethea Catt Kirk Thomas Cameron|Alex Kendrick Stephen Kendrick||
1284,1372||Aparna Sen Sharmila Tagore Soumitra Chatterjee|Sunil Gangopadhyay||
1285,1374|Vanilla Sky|Kurt Vogel Russell Jason Lee (actor) Thomas Cruise Mapother IV Cameron Michelle Diaz Penu00E9lope Cruz Su00E1nchez|Cameron Bruce Crowe Mateo Gil Alejandro Fernando Amenu00E1bar Cantos||
1286,1375||Gregory Neale Harrison Jake Dinwiddie John Rhys-Davies Katie Volding Heidi Noelle Lenhart Jane Sibbett|Jeff Sherman||
1287,1376|16 Vayathinile|Kamal Haasan Rajnikanth Sridevi|Bharathiraja||
1288,1377|Q Planes|Babette Valerie Louise Hobson Ralph David Richardson Laurence Kerr Olivier|||
1289,1378|Saagara Sangamam|Geetha Kamal Haasan Jayaprada SP Sailaja|Kasinadhuni Viswanath||
1290,1379||George Hamilton Suzanne Pleshette|John Gay (writer) Frank M. Robinson||
1291,1380||Ruth White Christine Cecilia McIntyre George Chesebro Stanley Blystone Norman Willis Blackie Whiteford Joseph Provenzano Louis Feinberg Norma Randall Frank Ellis Samuel Horwitz Harry Moses Horwitz Heinie Conklin Vernon Bruce Dent|Clyde Bruckman||
1292,1381||Guy Bedos Claude Brasseur Jean Rochefort Victor Lanoux|Jean-Loup Dabadie Yves Robert||
1293,1382|Mushkil|Ghulam Mohiuddin Nadeem Behroze Sabzwari Javed Sheikh Neeli|||
1294,1383||Shirley Yamaguchi Toshir? Mifune Takashi Shimura|Akira Kurosawa Ryuzo Kikushima||
1295,1385|Loves of a Blonde|Hana Brejchov? Vladim?r Men??k Vladim?r Pucholt|Jaroslav Papou?ek Jan Tomu00E1u0161 Forman||
1296,1386|PCU|Jonathan K. Favreau Christopher Tyler Young Jeremy Piven David Wayne Spade|Zak Penn||
1297,1387||Rangaraj Bhagyaraj Rajnikant|S.A. Chandrasekhar||
1298,1388||Simon Rex Cutright Dublin James Laura Harris Chris Owen Dylan Bruno|Justin Zackham||
1299,1389|Sinbad and the Eye of the Tiger|Patrick Wayne Joyce Penelope Wilhelmina Frankenberg Patrick George Troughton Taryn Power Margaret Whiting (actress)|Ray Harryhausen Beverley Cross||
1300,1390||Russell Brand Colin Firth Rupert James Hector Everett|Ronald Searle Piers Ashworth Nick Moorcroft||
1301,1391|The Hoose-Gow|Oliver Hardy Arthur Stanley Jefferson|||
1302,1393||Varvara Myasnikova Boris Blinov Baris Andreevich Babochkin Leonid Kmit|Dmitri Furmanov||
1303,1394|Drowning by Numbers|Juliet Anne Virginia Stevenson Joan Ann Plowright Joely Kim Richardson|Peter Greenaway||
1304,1395|Pride|Kate Elizabeth Winslet Shaun Mark Bean|||
1305,1396|Death Becomes Her|Walter Bruce Willis Goldie Jean Studlendgehawn Mary Louise Streep|David Koepp||
1306,1397|Chinatown Golden Globe Award for Best Motion Picture - Drama|John Marcellus Huston John Joseph Nicholson Dorothy Faye Dunaway|Robert Towne||
1307,1398||Elizabeth Warner Adam Huss Anna Becker Craig Robert Young|Richard Keith   Craig Robert Young||
1308,1399||Nathaniel Parker Nigel Terry Paloma Baeza Jonathan Firth|Thomas Hardy Philomena McDonagh||
1309,1400||Jerome Lester Horwitz Al Thompson Harry Moses Horwitz Thomas Richard Potts Larry Fine (actor) Harry Semels|Clyde Bruckman||
1310,1401||Zeenat Aman Neetu Singh Vijay Arora Ajit Dharmendra Tariq|Salim-Javed||
1311,1402||Anita Raj Govinda (actor) Sanjay Dutt|David Dhawan Anwar Khan||
1312,1403||Anne Suzuki Susumu Terajima Takeshi Kitano Kayoko Kishimoto Ren Osugi|Takeshi Kitano||
1313,1404|Fedra West|Lee Canalito Joe Filbeck Diana Frank Mark High Frank Scala|Vu00EDctor Auz Josu00E9 Luis Hernu00E1ndez Marcos Bautista Lacasa Joaquu00EDn Luis Romero Marchent Giovanni Simonelli||
1314,1405||Carrie Frances Fisher Cornelius Crane Chase|Fred Bauer Pat Bradley (screenplay and story above;screenplay below) Pat McCormick Harry Hurwitz Martin Smith||
1315,1406|Space Men|David Montresor Gabriella Farinon Rik Van Nutter|Ennio De Concini Jack Wallace||
1316,1407||Zhang Wei-Qiang Tara Birtwhistle David Moroni CindyMarie Small Johnny Wright|Bram Stoker||
1317,1408|||V?t Klus?k Filip Remunda||
1318,1409|Hamlet|Timothy Leonard Spall Richard Samuel Attenborough Rufus Frederik Sewell Reece Dinsdale Michael Maloney Richard David Briers John Charles Carter John Uhler Lemmon III Nicholas Farrell Julie Frances Christie Kenneth Charles Branagh Robin McLaurim Williams Gu00E9rard Xavier Marcel Depardieu Brian Blessed William Jacob Crystal Judith Olivia Dench Arthur John Gielgud Derek Jacobi Kate Elizabeth Winslet|William Shakespeare||
1319,1410||Shilpa Shetty Saif Ali Khan Somy Ali|||
1320,1411|Shadow Builder|Andrew Jackson Leslie Hope Michael Rooker Kevin Joseph Zegers|Michael Stokes Bram Stoker||
1321,1412|The Mothering Heart|Walter Miller (actor)|||
1322,1413||Lon Chaney Jr. Lionel Atwill|Harry Essex||
1323,1414||Rosalind Russell Alan Dinehart Arthur Hohl Leo Carillo Arline Judge George Ranft|Rupert Hughes Kathryn Scola Howard Ellis Smith||
1324,1416|Chrysalis|Albert Dupontel|Julien Leclercq Nicolas Peufaillit Franck Philippon Aude Py||
1325,1417|Maria Full of Grace|John ?lex Toro Catalina Sandino Moreno|Joshua Marston||
1326,1418|Ben and Me||Robert Lawson||
1327,1419|El bonarense|Jorge Rom?n|Daniel Valenzuela||
1328,1420||Isabella Fiorella Elettra Giovanna Rossellini David Fox Maria de Medeiros Ross McMillan Mark Douglas Brown McKinney|George Toles Guy Maddin Kazuo Ishiguro||
1329,1421|Mamma Roma|Ettore Garofolo Anna Magnani|Pier Paolo Pasolini||
1330,1422||Prema (actress) Anand (actor)|||
1331,1423||Hal Torey Eugene Oliver Edgar Stutenroth Ed Kemmer June Kenney Eugene Persson June Jocelyn|L?szl? G?r?g Bert I. Gordon George Worthing Yates||
1332,1424||William Alexander Abbott Emily Marie Bertelsen Michael Ansara Lou Costello|John Grant||
1333,1425||Jerome Lester Horwitz Kenneth Harlan Harry Moses Horwitz Bud Jamison Mildred Harris Larry Fine (actor) Heinie Conklin Harry Semels|||
1334,1426|The Secret Heart|Eleanor Geisman Walter Davis Pidgeon Lily Claudette Chauchoin|Whitfield Cook Rose Franken Anne Morrison Chapin William Brown Meloney||
1335,1427|Sangharsh|Ashutosh Rana Preity Zinta Rajiv Hari Om Bhatia|Mahesh Bhatt||
1336,1428|Jane Eyre|Zelah Clarke Timothy Peter Dalton|Charlotte Bront? Alexander Baron||
1337,1429||Rade Serbedzija John Michael Turturro|Tonino Guerra Primo Levi||
1338,1430|Baby Snakes|Adrian Belew Patrick O'Hearn Ed Mann Tommy Mars Peter Wolf Roy Estrada Terry Bozzio|||
1339,1431|Evan Almighty Spy Glass Productions|Molly Helen Shannon Graham Phillips John Stephen Goodman Morgan Freeman Steven John Carell Lauren Helen Graham Wanda Sykes-Hall|Steve Oedekerk||
1340,1432|Serial (film) Universal Pictures||||
1341,1433|Ashanti|Reginald Carey Harrison Peter Alexander Ustinov Michael Caine William Holden Kabir Bedi Beverly Johnson Michel Demitri Chalhoub|Alberto V?zquez-Figueroa Stephen Geller||
1342,1434|The Sorrow and the Pity||Dre & Vidal Marcel Oph?ls||
1343,1435||Aruna Shields Lucy Hassan Prroshant Narayannan Naved Aslam|Pravesh Bhardwaj||
1344,1436||Padmasena Athukorala Ajith Jinadasa Joe Abeywickrema|Martin Wickremasinghe Phillip Cooray||
1345,1437|Strike||Ilya Kravchunovsky Sergei M. Eisenstein Valeryan Pletnyov Grigori Aleksandrov||
1346,1438|The Saint's Girl Friday (aka The Saint's Return)|Louis Hayward Naomi Chance|Leslie Charteris Allan MacKinnon||
1347,1439||Basil Sydney|Corinne Anita Loos John Emerson||
1348,1440|I Am Legend|Will Smith|Akiva Goldsman Mark Protosevich Richard Matheson||
1349,1441||Aleksandra Zawieruszanka Bronis?aw Pawlik|Stanis?aw Bareja Jerzy Jurandot||
1350,1442|Dil Vil Pyar Vyar|Madhavan Ranganathan|Vivek Vaswani Sanjeev Puri Sujit Sen||
1351,1443|Barsaat|Raj Kapoor Premnath Nimmi Fatima Rashid|Ramanand Sagar||
1352,1444||Melora Walters Christopher McDonald|Shaun Cassidy George Gallo||
1353,1446|My Neighbor Totoro|Chika Sakamoto Tanie Kiribayashi Hitoshi Takagi Sumi Shimamoto Shigesato Itoi Noriko Hidaka|Hayao Miyazaki||
1354,1447|The Comebacks|Matthew William Lawrence David Koechner Carl Weathers|Joey Gutierrez Ed Yeager||
1355,1448|Fright Night|Christopher Sarandon William Ragsdale Amanda Bearse Stephen Geoffreys Roderick Andrew Anthony Jude McDowall|Tom Holland||
1356,1449|Iris|Judith Olivia Dench Kate Elizabeth Winslet Jim Broadbent|Richard Eyre John Bayley Charles Wood (playwright)||
1357,1450|The Curse of the Werewolf|Anthony Dawson Yvonne Warren Oliver Reed Catherine Feller Clifford Evans|Anthony Hinds||
1358,1451|||David Riker||
1359,1452|The River|Nora Swinburne Esmond Knight Arthur Shields Suprova Mukerjee|Rumer Godden Jean Renoir||
1360,1453|Heartaches|Robert Reed Carradine Winston Rekert Annie Potts Margot Kidder|Terrence Heffernan||
1361,1454|The Simp and the Sophomores|Eldon Raymond McKee|Eldon Raymond||
1362,1455|The Wild Thornberrys Movie||||
1363,1456||Rossano Brazzi Richard Henry Sellers Adolfo Celi Britt-Marie Eklund|David R. Schwartz||
1364,1457|Royal Tramp II1|Stephen Chow Michelle Reis Cheung Man Chingmy Yau Fennie Yuen Brigitte Lin|Jin Yong||
1365,1458|Photographing Fairies|Toby Stephens Krishna Bhanji Emily Woof Philip Davis Frances Barber|Chris Harrald Steve Szilagyi||
1366,1459||Alexander Scheer Victor Nor?n Matthias Schweigh?fer Natalie Avelon|Achim Bornhak  Olaf Kraemer||
1367,1460||Henry Jaynes Fonda Thomas Mitchell (actor) Maureen FitzSimons|John Brophy (writer)||
1368,1461|Inside I'm Dancing|James Andrew McAvoy Brenda Fricker Romola Sadie Garai Steven Robertson|Christian O'Reilly Jeffrey Caine||
1369,1462|Victory at Entebbe|Philip Anthony Hopkins Elizabeth Rosemond Taylor Burton Stephen Lancaster Richard Stephen Dreyfuss Julius Harris|Ernest Kinoy||
1370,1463|She Was the Other|Ed Lawrence|E.W. Sargent||
1371,1464|Evita Golden Globe Award for Best Motion Picture - Musical or Comedy|John Price Madonna (entertainer) Josu00E9 Antonio Domu00EDnguez Banderas|Andrew Lloyd Webber Tim Rice William Oliver Stone Alan Parker||
1372,1465|Within the Woods|Bruce Lorne Campbell Ellen Sandweiss Scott Spiegel|Samuel Marshall Raimi||
1373,1466|Crank|Jason Statham Amy L. Smart Efrain Antonion Ramirez Dwight Yoakam|Mark Neveldine Brian Taylor||
1374,1467|Run Ronnie Run|Jill Talley David Cross David Koechner Robert Odenkirk|Robert Odenkirk David Cross||
1375,1468|Nan bei Shao Lin|en .|||
1376,1470||James Lance Luke de Woolfson Enzo Cilenti Kate Ashfield|Jack Lothian||
1377,1471|You Kill Me|Philip Baker Hall Krishna Bhanji Luke Cunningham Wilson Dennis Farina Elizabeth Tu00E9a Pantaleoni Bill Pullman|Stephen McFeely Christopher Markus||
1378,1472|Delicatessen|Karin Viard Jean-Claude Dreyfus Pascal Benezech Marie-Laure Dougnac Dominique Pinon|Marc Caro Gilles Adrien Jean-Pierre Jeunet||
1379,1473|Tokyo Decadence||||
1380,1475|The Lodger|Estelle Merle O'Brien Thompson Samuel Laird Cregar|Barr? Lyndon Marie Adelaide Belloc Lowndes||
1381,1476|Ezhavathu Manithan|Raghuvaran|||
1382,1477|Marked for Death|Joanna Pacula Elizabeth Ward Gracen Bette Ford Tom Wright Steven Seagal Basil Wallace Keith David|Mark Victor Michael Grais||
1383,1478||Nino Manfredi Alberto Sordi Ugo Tognazzi|||
1384,1479||Mitch Vogel Sharon Foresmoe Oliver Burgess Meredith Terrence Steven McQueen|Harriet Frank Jr. Irving Ravetch William Faulkner||
1385,1480|Quills|Geoffrey Roy Rush Joaquu00EDn Rafael Bottom Michael Caine Kate Elizabeth Winslet|Doug Wright||
1386,1481||Lillian Roth Lisle Henderson Preston Foster Ruby Catherine Stevens Dorothy Burgess|William McGrath Sidney Sutherland Brown Holmes Carlton Miles Dorothy Mackaye||
1387,1482||Tobias Vincent Maguire Heather McComb Jenny Lewis Santina Marissa Ribisi Leonardo Wilhelm DiCaprio Nikki Cox|Bethany Ashton   Tawd Beckman   R.D. Robb   David Stutman   Dale Wheatley||
1388,1483||Craig Kirkwood Tahj Mowry Shia Saide LaBeouf|Don Calame Chris Conroy||
1389,1484|I'm All Right Jack|Richard Samuel Attenborough Margaret Rutherford Ian Carmichael Thomas Terry Hoar-Stevens Richard Henry Sellers|Frank Harvey||
1390,1485||Walter John Matthow Barnard Aloysius Kiernan Hughes Jill Clayburgh|Robert E. Lee Jerome Lawrence||
1391,1486|Chance|Andy Hallett James Wesley Marsters Christine Estabrook|Amber Benson||
1392,1487|Two-Dollar Bettor|Emily Marie Bertelsen Steve Brodie (actor)|||
1393,1488||Sigrid Alegru00EDa u00C1lvaro Rudolphy Patricio Contreras Maru00EDa Izquierdo Boris Quercia Cecilia Amenu00E1bar Francisco Pu00E9rez-Bannen Javiera Du00EDaz de Valdu00E9s|||
1394,1489|Aquanoids|Ike Gingrich Rhoda Jordan Laura Nativo Edwin Craig|Eric Spudic||
1395,1490|Catatan si boy|Didi Petet|||
1396,1491||Stephen Gregory Foster Jeremy Slate Danny Gochnauer Cheryl Lawson|Brett Leonard Gimel Everett||
1397,1492|The Lighthorsemen|John Walton (actor) Anthony Andrews Peter Phelps Tim McKenzie Tony Bonner Bill Kerr Gary Sweet Sigrid Thornton|Ian Jones (author)||
1398,1493|A Sanitarium Scramble|Sylvia Ashton|||
1399,1494||Jack Davenport John Price Geoffrey Roy Rush Tom Hollander Chow Yun-Fat Paul Mackenzie Crook Stellan Skarsg?rd Lee Arenberg Keira Christina Knightley Naomie Melanie Harris Orlando Jonathan Blanchard Bloom William Francis Nighy John Christopher Depp II Kevin McNally|Terry Rossio Ted Elliott||
1400,1495|Vargam|Prithviraj|M. Padmakumar||
1401,1496||Juan Moreno y Herrera Jimu00E9nez Araceli Jover Jocelyn Quivrin|Jean-Christophe Grang? Christian Clavier Franck Ollivier Chris Nahon||
